,id,instruments,genres,place,coordinates,is-danced,youtube-id,start-ts,end-ts,region,sub-region,main_genre,secondary_genre,sub-genre,Lyra,Cimbalom,Whistling,Floghera,Trumpet,Klarino,Flute,Laouto,Guitar,Trombone,Bass,Piano,Cello,Tambouras,Baglamas,Zournas,Kanonaki,Santouri,Violin,Voice,Accordion,Oud,Mandolin,Ney,Tsampouna,Tuba,Bassoon,Percussion,Bouzouki,Tsumbus
205,echasa-mantili-sygkathistos,"['Trumpet', 'Trombone', 'Percussion', 'Klarino']","['Traditional', 'Macedonian', 'Vlachic']",['Macedonia'],40.910884328073564|23.22153108200181,yes,gMz1OBS9FlQ,5805,5957,Macedonia,Macedonia,Traditional,Macedonian,Vlachic,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
206,eche-geia-panta-geia,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,yes,5z-ZGft2zCI,6167,6384,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
207,echeis-kormi-arapiko,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,yes,pxhw04LZhiY,1995,2190,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
208,ederlezi-2,"['Voice', 'Guitar', 'Bass', 'Accordion']",['Newer'],['N/A'],N/A,no,VrnG_gxNwH8,3018,3282,N/A,N/A,Newer,Newer,Newer,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
209,edo-ein-aloni-gia-choro,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,6262,6390,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
210,edo-s-afti-ti-geitonia,"['Voice', 'Trumpet', 'Trombone', 'Percussion', 'Klarino', 'Accordion']","['Traditional', 'Macedonian']","['Macedonia', 'Kozani']",40.30224449405656|21.79364300779031,yes,dIqJ-N3_Tso,1613,1915,Macedonia,Kozani,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no
211,ego-eimai-i-vlacha-i-emorfi,['Voice'],"['Traditional', 'Epirotic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,no,wFOvhBpFM1o,1221,1425,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
212,ego-imouna-t-antiklaro,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,2577,2851,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
213,ego-tha-paro-dyo,"['Voice', 'Tsampouna', 'Percussion', 'Laouto']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,5520,5643,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no
214,ego-thelo-prigkipessa,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,no,IzjFkYASGbY,5297,5486,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
215,eikosiena,"['Percussion', 'Accordion']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,i6kJdvFwCoA,6415,6640,Pontus,Pontus,Traditional,Pontian,Pontian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
216,einai-arga-poly-arga,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,no,zkoqg3VRVLA,2365,2614,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
217,einai-ola-mavra,"['Voice', 'Guitar', 'Bouzouki', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,GQoE6eVqP38,3563,3828,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
218,eisai-chtikio-giorgos-mitsakis,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,L3fe3KGksU8,3188,3401,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
219,ela-opos-eisai,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,yes,pxhw04LZhiY,5932,6047,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
220,eleni,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Thessalic']",['Thessaly'],39.57905217840133|22.421756857721853,yes,8gH9iexkXME,2692,2895,Thessaly,Thessaly,Traditional,Thessalic,Thessalic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
221,eleni-apo-leivartzi,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,6bLFhgwoKsY,3198,3473,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
222,eleni-elenara-mou,"['Voice', 'Violin', 'Guitar', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,vd8WTrc12Uo,1403,1584,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
223,elies,['Voice'],"['Traditional', 'Nisiotiko', 'Ionian', 'Polyphonic']","['Ionian-sea', 'Corfu']",39.65199074735927|19.832436424805493,no,t60GoECE0p8,1850,2000,Ionian-sea,Corfu,Traditional,Nisiotiko,Polyphonic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
224,elli,"['Voice', 'Violin', 'Santouri', 'Guitar', 'Cimbalom', 'Bass', 'Accordion']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,yes,e5WVqHyTui4,1993,2181,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no
225,emeis-edo-den-irthame,"['Zournas', 'Voice', 'Percussion']","['Traditional', 'Peloponnesian']","['Peloponnese', 'Arcadia']",37.521613336357674|22.372682419794433,yes,o4XzhbCL0QM,411,603,Peloponnese,Arcadia,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
226,emeis-kala-ton-iyrame,"['Voice', 'Violin', 'Laouto', 'Klarino', 'Floghera']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,no,6bLFhgwoKsY,2360,2570,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
227,ena-savvato-vrady,['Voice'],"['Traditional', 'Peloponnesian']","['Peloponnese', 'Arcadia']",37.521613336357674|22.372682419794433,yes,o4XzhbCL0QM,2796,2908,Peloponnese,Arcadia,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
228,enan-astron-exeven-choros-dipat,"['Voice', 'Percussion', 'Lyra', 'Laouto']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,409,646,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
229,enas-diavatis-stavros-tzouanakos-kostas-kofiniotis,"['Voice', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,L3fe3KGksU8,4951,5144,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
230,enas-leventis-choreve,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,5442,5772,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
231,englezitsa,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,yes,jpktBKou-_E,3245,3368,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
232,ennia-chiliades-provata-tsamikos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Thessalic', 'Vlachic']",['Thessaly'],39.57905217840133|22.421756857721853,yes,gMz1OBS9FlQ,4668,4896,Thessaly,Thessaly,Traditional,Thessalic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
233,epses-propses-eperasa,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,wFOvhBpFM1o,4341,4526,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
234,erixa-ta-matakia-mou,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,3407,3605,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
235,erotokritos,['Voice'],"['Traditional', 'Nisiotiko', 'Ionian', 'Polyphonic']","['Ionian-sea', 'Corfu']",39.65199074735927|19.832436424805493,no,t60GoECE0p8,5245,5460,Ionian-sea,Corfu,Traditional,Nisiotiko,Polyphonic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
236,erotokritos-3,"['Voice', 'Violin', 'Mandolin', 'Guitar']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,e206O9UMfN0,4147,4356,Crete,Crete,Traditional,Nisiotiko,Cretan,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
237,eseis-chelidonakia-mou,"['Voice', 'Violin', 'Percussion', 'Laouto']","['Traditional', 'Peloponnesian']","['Peloponnese', 'Arcadia']",37.521613336357674|22.372682419794433,yes,o4XzhbCL0QM,5999,6160,Peloponnese,Arcadia,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
238,eseis-poulia-petoumena,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Macedonian']","['Macedonia', 'Grevena']",40.08538883719564|21.41961215567693,no,8gH9iexkXME,1870,2093,Macedonia,Grevena,Traditional,Macedonian,Macedonian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
239,esy-pou-serneis-to-choro,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Oud', 'Guitar']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,yes,5fJXkyrSxo4,1864,1994,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
240,etaire-argyroupolis,"['Voice', 'Percussion', 'Lyra', 'Laouto']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,5538,5701,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
241,etsertsan-to-kamisi-m-tik-diplon,"['Voice', 'Percussion', 'Lyra', 'Laouto']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,1055,1198,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
242,etsi-m-aresei-na-glento,"['Voice', 'Guitar', 'Bouzouki']",['Rebetiko'],['N/A'],N/A,no,vd8WTrc12Uo,6123,6316,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
243,etsi-se-thelo-matia-mou,"['Voice', 'Violin', 'Piano', 'Guitar']",['Rebetiko'],['N/A'],N/A,no,vd8WTrc12Uo,855,1076,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
244,evga-mana-m-kai-chouiaxe,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,3789,4055,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
245,evraiopoula,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,yes,CJ7m2WduEh8,4259,4514,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
246,fantazes-san-prigkipessa,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,no,IzjFkYASGbY,3374,3619,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
247,felaches-glykies,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,no,pxhw04LZhiY,1788,1968,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
248,fengaroprosopi,"['Voice', 'Violin', 'Percussion', 'Oud', 'Klarino', 'Guitar', 'Bass']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,g4hypPA6D9Y,2418,2563,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
249,fengaroprosopi-2,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Oud', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,6ZDyC-wpRXM,451,745,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
250,fengaroprosopi-3,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Zagori']",39.86483576229186|20.928467851900137,yes,UaYoyQPZEuo,3877,4056,Epirus,Zagori,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
251,fexe-mou-fengaraki-mou-2,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,GIOAt5GHt3I,5251,5440,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
252,fiata-mor-mousiata,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,UaYoyQPZEuo,5127,5275,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
253,foras-kainourgia-foresia,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,GIOAt5GHt3I,6087,6161,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
254,frasia,"['Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,tbbAWeVEHFQ,5023,5360,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
255,ftocheia-pou-me-koureliases,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,tzCMruLs9bM,3748,3993,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
256,ftocho-kobologaki-mou,"['Voice', 'Guitar', 'Bouzouki', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,GQoE6eVqP38,1829,2022,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
257,fysouni,"['Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,tbbAWeVEHFQ,4403,4755,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
258,gaitan,"['Percussion', 'Lyra', 'Laouto']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,4331,4483,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
259,galata-manes,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Oud', 'Kanonaki']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,no,5fJXkyrSxo4,1361,1634,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
260,gaouristines,"['Violin', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,yes,CJ7m2WduEh8,5634,5716,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
261,gargan-i-leilek-choronou,"['Zournas', 'Percussion']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,i6kJdvFwCoA,3543,3684,Pontus,Pontus,Traditional,Pontian,Pontian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
262,gastouriotikos,"['Violin', 'Guitar', 'Accordion']","['Traditional', 'Nisiotiko', 'Ionian']","['Ionian-sea', 'Corfu']",39.65199074735927|19.832436424805493,yes,t60GoECE0p8,1620,1806,Ionian-sea,Corfu,Traditional,Nisiotiko,Ionian,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no
263,geia-sou-peiraia-athanate,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,no,IzjFkYASGbY,224,465,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
264,gela-agapa-kai-tragouda,"['Trumpet', 'Trombone', 'Percussion', 'Klarino', 'Accordion']","['Urban-folk', 'Urban-light']",['N/A'],N/A,yes,dIqJ-N3_Tso,5664,5774,N/A,N/A,Urban-folk,Urban-light,Urban-light,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
265,genovefa-tasos-chalkias,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Epirotic']","['Epirus', 'Preveza']",38.9756137452637|20.740179056641786,yes,G9DwnuVgsVs,972,1164,Epirus,Preveza,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
266,gia-ides-pervolin,"['Voice', 'Laouto', 'Kanonaki', 'Bass']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,Dd0IreIlLJE,2789,2890,Crete,Crete,Traditional,Nisiotiko,Cretan,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
267,gia-mia-fora-ein-i-leventia,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Syrrako']",39.59709819947839|21.123307489736774,yes,niplI7Bv-30,2050,2217,Epirus,Syrrako,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
268,gia-mia-vradia-syrtos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,wFOvhBpFM1o,5313,5415,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
269,gia-mia-xanthoula,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,YEPmaDr_UMA,1436,1617,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
270,giaeli,"['Voice', 'Lyra', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kasos']",35.3962719867034|26.92186922290313,no,4mMJSlECbh4,1056,1254,Aegean-sea,Kasos,Traditional,Nisiotiko,Aegean,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
271,giala-choros-isos,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,5z-ZGft2zCI,4868,4994,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
272,giann-kostas,"['Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Syrrako']",39.59709819947839|21.123307489736774,yes,niplI7Bv-30,2409,2590,Epirus,Syrrako,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
273,giannos-ti-maro-thelei,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,yes,FXS9jCtkFLk,4308,4564,Thrace,Thrace,Traditional,Thracian,Thracian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
274,giar-giar-2,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Samothrace']",40.45252632651164|25.57768832151578,yes,jpktBKou-_E,1847,1910,Aegean-sea,Samothrace,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
